id   |nome                                            |precoCusto|precoVenda|ncm     |referencia    |dataCadastro
28847|SUCO ADORALLE CAJU 160G                                    |0.48      |1.6000    |21069010|                              |2018-09-27 13:25:57
28848|SUCO ADORALLE UVA 160G                                     |0.00      |1.6000    |21069010|                              |2018-09-27 13:26:44
28849|FILME PVC WYDA 28X30 15M                                   |1.68      |3.3500    |39204390|                              |2018-09-29 09:03:01
28850|LAMPADA OUROLUXELET 3U 220X15W                             |5.38      |10.7500   |85393100|                              |2018-09-29 09:05:27
28851|LAMPADA OUROLUX ELET 3U 220X20W                            |4.94      |12.3500   |85393100|                              |2018-09-29 09:06:57
28852|LAMPADA OUROLUXELET 3U 220X25W                             |2.80      |14.0000   |85393100|                              |2018-09-29 09:10:09
28853|LAMPADAOUROLUX HALOGENA 220X42W                            |0.00      |4.6000    |85392190|                              |2018-09-29 09:19:50
28854|LAMPADA OUROLUX HALOGENA 220X70W                           |0.51      |5.1000    |85392190|                              |2018-09-29 09:21:13
28855|SABONETE LUX ROSAS FRANCESAS 125G                          |0.60      |2.0000    |34011190|                              |2018-09-29 09:24:59
28856|SABONETE LUX LIRIO AZUL 85G                                |0.60      |1.5000    |34011190|                              |2018-09-29 09:26:49
28857|SABONETE LUX LAVANDA 85G                                   |0.75      |1.5000    |34011190|                              |2018-09-29 09:28:51
28858|SABONETE LUX ROSAS FRANCESAS 85G                           |0.45      |1.5000    |34013000|                              |2018-10-02 10:15:21
28859|CERVEJA BAVARIA LT 350ML                                   |0.25      |2.5000    |23033000|                              |2018-10-08 16:28:55
28860|REFRIG COCA COLA ZERO ACUCAR LT 350ML                      |0.70      |3.5000    |84198991|                              |2018-10-08 16:33:48
28861|CREOLINA PEARSON 50ML                                      |1.05      |10.5000   |38089429|                              |2018-10-09 09:57:34
28862|PURIFICADOR AERO AR GRADAVEL AQUAMARINE 360ML              |0.00      |8.2500    |38085910|                              |2018-10-09 10:04:33
28863|PURIFICADOR AERO AR GRADAVEL LAVANDA 360ML                 |1.65      |8.2500    |38085910|                              |2018-10-09 10:05:24
28864|PASTILHA SANITARIA  VIM 35G 3EM1 PINHO                     |1.32      |6.6000    |34022000|                              |2018-10-09 10:08:36
28865|SUCO DEL VALLE FRUT UVA PET 1LT                            |1.95      |3.9000    |22021000|                              |2018-10-09 15:10:41
28866|ACTIVIA POLPA AMEIXA 110G                                  |1.30      |2.6000    |04039000|                              |2018-10-11 13:34:41
28867|ACTIVIA SHOT TRADICIONAL LT FERM 100G                      |0.84      |2.8000    |04039000|                              |2018-10-11 13:39:23
28868|CIGARRO ROTHMANS BLUE BOX POLI HW18 20UN                   |3.00      |6.0000    |24022000|                              |2018-10-18 09:32:07
28869|CIGARRO HOTHMANS RED MAÇO POLI HW18 20UN                   |2.10      |5.2500    |24022000|                              |2018-10-18 09:33:26
28870|CATUABA DA RÇA PET 970ML                                   |2.36      |5.9000    |22060090|                              |2018-10-19 14:42:01
28871|CREME HID SKALA COQUETEL FORTALECEDOR 1KG                  |0.00      |7.8000    |33059000|                              |2018-10-19 15:50:46
28872|DESOD REXONA MASC XTRACOOL 90G                             |2.38      |11.9000   |33072010|                              |2018-10-19 15:54:45
28873|SHAMPOO SEDA ANTICASPA HID DIARIA 325ML                    |0.68      |6.7500    |33051000|                              |2018-10-19 16:02:42
28874|ESMALTE RISQUE NUDES CAPUCCINO 8ML                         |0.00      |3.5000    |33043000|                              |2018-10-19 16:10:59
28875|TODDY COOKEIS DOCE DE LEITE 60G                            |0.60      |3.0000    |19053100|                              |2018-10-19 17:30:03
28876|SABONETE PROTEX ERVA DOCE 85G                              |0.00      |2.4000    |34011190|                              |2018-10-20 08:18:56
28877|LEITE PO NINHO ZERO LACTOSE 380G                           |6.94      |17.3500   |04029900|                              |2018-10-20 08:23:46
28878|BISC LIANE RE. DIVERSAO IOG MORANGO 115G                   |0.55      |1.1000    |19053100|                              |2018-10-20 09:52:31
28879|ESCOVA ROUPA MADEIRA GUIRADO                               |0.72      |1.8000    |96039000|                              |2018-10-20 09:55:21
28880|CIGARRO MALBORO FILTER PLUS 20UN                           |0.95      |9.5000    |24022000|                              |2018-10-24 15:17:46
28881|HAMBURGUER AVE BOV PERDIGAO 56G                            |0.09      |0.9000    |16025000|                              |2018-10-26 10:48:01
28882|HAMBURGUER DE FRANGO CONG SP FRG 56G                       |0.40      |0.8000    |01011090|                              |2018-10-27 08:48:48
28883|BATON AO LEITE 96G                                         |0.00      |4.8000    |18063210|                              |2018-11-01 15:54:19
28884|SUCOC DEL VALLE FRUT LARANJA PET 1LT                       |0.78      |3.9000    |22021000|                              |2018-11-07 15:08:18
28885|SABONETE PROTEX AVEIA 85G                                  |0.98      |2.4500    |34011190|                              |2018-11-10 10:27:17
28886|SABONETE PROTEX BALANCE SAUDAVEL 85G                       |0.24      |2.4000    |34011190|                              |2018-11-10 10:28:17
28887|AMACIANTE CONFORT CONC. AZUL 500ML                         |1.80      |9.0000    |38099190|                              |2018-11-17 17:15:36
28888|AZEITE COMPOSTO SINHA PET TRAD. 250ML                      |1.60      |3.9900    |15179010|                              |2018-11-17 17:17:44
28889|BAYGON LIQUIDO AC TOTAL OFERTA 475ML                       |1.46      |14.6000   |38089119|                              |2018-11-22 09:31:25
28890|SUCO MAIS REF PO UVA DISPLAY 25G                           |0.44      |1.1000    |21069010|                              |2018-11-28 11:37:48
28891|ENERGETICO MONSTER ENERGY 473ML                            |0.00      |8.0000    |22029900|                              |2018-11-28 11:58:18
28892|COCA-COLA ZERO SLEEK LT 220ML                              |0.00      |2.2500    |22021000|                              |2018-11-28 14:23:19
28893|SHAMPOO TRA LA LA 2EM 1 480ML                              |3.11      |10.3500   |33051000|                              |2018-11-28 14:45:52
28894|TINTA MAXTON KIT ECO 2.0 PRETO NATURAL                     |1.72      |8.6000    |33059000|                              |2018-11-29 11:00:18
28895|PANETTONE TRIGOBEL CHOCOLATE 400G                          |0.00      |9.4000    |19052010|                              |2018-11-29 11:01:50
28896|PANETTONE TRIGOBEL FRUTAS 400G                             |1.88      |9.4000    |19052010|                              |2018-11-29 11:02:42
28897|ALICATE CUT MUNDIAL INOX PROF GRANDE 722                   |16.50     |33.0000   |82142000|                              |2018-12-01 10:05:18
28898|CREMOGENA TRADICIONAL 500G                                 |1.56      |7.8000    |19011030|                              |2018-12-01 10:10:59
28899|MARGARINA CLAYBOM 500G                                     |0.74      |3.7000    |15171000|                              |2018-12-01 10:22:49
28900|FRANGO A PASSARINHO CONG SADIA 1KG                         |4.08      |10.2000   |02071400|                              |2018-12-03 19:36:35
28901|SORVETE VILELA AÇAI C/MORANGO 220ML                        |0.80      |8.0000    |21050010|                              |2018-12-08 10:14:11
28902|PALMITO PUPUNHA ZANUZZO INTEIRO 300G                       |2.30      |11.5000   |20089100|                              |2018-12-08 15:18:35
28903|LIMPA PISOS OMO TOTAL LAVANDA 900ML                        |4.20      |10.5000   |38089419|                              |2018-12-08 15:20:28
28904|BUDWISER OW 330ML                                          |0.90      |4.5000    |22030000|                              |2018-12-10 14:44:54
28905|SKOL LONG NECK SIX PACK 275ML                              |0.00      |3.5000    |22030000|                              |2018-12-10 14:46:10
28906|GELATINA BRETZKE S/SABOR INCOLOR 24G                       |1.08      |2.7000    |35030019|                              |2018-12-15 16:58:41
28907|SABONETE LUX FLOR DE VERBENA 85G                           |0.00      |1.5000    |34011190|                              |2018-12-15 17:05:58
28908|VELA N 5 FIAT LUX 8UN                                      |0.78      |2.6000    |34060000|                              |2018-12-15 17:28:19
28909|FRALDA LOONEY TUNES JUMBINHO G 18UN                        |1.46      |14.6000   |48184010|                              |2018-12-15 17:37:33
28910|FRALADA LOONEY TUNES JUMBINHO XG 14UN                      |1.46      |14.6000   |48184010|                              |2018-12-15 17:38:33
28911|GARRAFA  TERM TERMOLAR MUNDIAL PTO R04 500ML               |6.60      |22.0000   |96170010|                              |2018-12-15 17:40:15
28912|REFRIG COCA COLA KS 200ML                                  |0.00      |2.5000    |84198991|                              |2018-12-20 07:43:22
28913|CREME DENTAL ORAL B 1 2 3 LV12PG 9 70G                     |0.19      |1.9000    |33061000|                              |2018-12-22 11:27:37
28914|COND SEDA BABOSA+ OLEOS 325ML                              |0.94      |9.4000    |33059000|                              |2018-12-22 11:34:46
28915|DESOD OLD SPICE AP MATADOR 93G                             |1.90      |9.5000    |33072010|                              |2018-12-22 11:39:09
28916|OLEO CAPILAR MURIEL COCO 80ML                              |1.15      |5.7500    |33059000|                              |2018-12-22 13:22:51
28917|SHAMPOO HEAD&SHOULDERS 3X1 20ML                            |4.35      |14.5000   |33051000|                              |2018-12-22 13:25:00
28918|SHAMPOO SEDA BABOA + OLEOS 325ML                           |1.52      |7.6000    |33051000|                              |2018-12-22 13:28:07
28919|CARACU LONG NECK 355ML SIX-PACK                            |1.05      |3.5000    |22030000|                              |2018-12-24 08:31:13
28920|LIMPA PISOS OMO TOTAL LAVANDA 450ML                        |3.30      |6.6000    |38089419|                              |2018-12-24 09:48:15
28921|AZEITONA VDE RAIOLITA 500G                                 |2.28      |7.6000    |20057000|                              |2018-12-24 09:50:58
28922|BOMBOM LACTA FAVORITOS SORT 250,6G                         |1.19      |11.9000   |18069000|                              |2018-12-24 09:59:39
28923|CERVEJA AMSTEL LATA 350ML                                  |0.00      |3.4000    |22030000|                              |2018-12-28 10:27:16
28924|LEITE UHT INTEGRAL MARAJOARA 1LT                           |1.35      |4.5000    |04012010|                              |2018-12-28 14:01:37
28925|TEMPERO SABORELLE COMPLETO POTE 270G                       |0.00      |1.6000    |21039021|                              |2018-12-29 15:33:56
28926|BISC RIO OBLE OBLA WAFER CHOC 100G                         |0.54      |1.8000    |19053200|                              |2018-12-29 18:22:55
28927|FRALDA LOONEY TUNES JUMBINHO P                             |4.38      |14.6000   |48184010|                              |2018-12-31 13:33:11
28928|BOLINHO INF CHOC/CHOC  DISP 40G                            |0.00      |1.0000    |19052090|                              |2019-01-03 16:30:07
28929|AVEIA YOKI FLOCOS FINOS 170G                               |0.26      |2.6000    |11081200|                              |2019-01-05 14:29:59
28930|CREMOGENA TRADICIONAL 200G                                 |0.74      |3.7000    |19011030|                              |2019-01-05 14:40:24
28931|FILME PVC ALPFLIM 28CM 15MT                                |1.04      |2.6000    |39211200|                              |2019-01-05 14:59:15
28932|PIRULITO ERLAN POP SORTIDO 600G                            |0.70      |7.0000    |17049020|                              |2019-01-05 15:02:09
28933|LINHA CORRENTE 10 BRANCA 183M 774                          |0.95      |3.1500    |52042000|                              |2019-01-07 10:30:32
28934|MILHO VERDE BONDUELLE TRAD 170G                            |0.47      |1.5500    |20058000|                              |2019-01-07 10:37:31
28935|SAND HAV FEM SLIM ANIMALS BEGE ROSE 39/40                  |8.36      |20.9000   |64022000|                              |2019-01-07 10:46:04
28936|SAND HAV FEM SLIM ANIMALS MARFIM 37/38                     |2.09      |20.9000   |64022000|                              |2019-01-07 10:47:35
28937|CARNE MOIDA CG BVINO BOI BRASIL 1KG                        |5.07      |16.9000   |02023000|                              |2019-01-08 13:19:43
28938|CERVEJA HEINEKEN LATA TOUCH 350ML                          |1.60      |4.0000    |22030000|                              |2019-01-09 14:12:02
28939|SOL PREMIUM LATA 310ML                                     |1.90      |3.8000    |22030000|                              |2019-01-09 14:14:30
28940|CAFE MOINHO FINO GRAO CRU 1KG                              |5.80      |14.5000   |09012100|                              |2019-01-10 13:12:10
28941|CERVEJA CRYSTAL BEER 300ML                                 |1.10      |2.2000    |22030000|                              |2019-01-12 08:33:32
28942|LAMPADA TASCHIBA ELET 3U 220V 25W 6400K                    |5.63      |11.2500   |85393100|                              |2019-01-12 14:35:21
28943|LAPIS COR MAPED 24UN                                       |0.00      |17.2000   |96091000|                              |2019-01-14 10:19:29
28944|TORNEIRA P/ FILTOR ELITE TOQUE BRANCA                      |0.00      |4.2000    |84818011|                              |2019-01-14 13:33:02
28945|BISC TODDY RECH MORANGO 100G                               |0.80      |2.0000    |19053100|                              |2019-01-18 12:23:13
28946|BACIA PLAST JAGUAR 1,5LT R054                              |1.60      |3.2000    |39249000|                              |2019-01-19 13:49:14
28947|BISC VISCONT WAFER MORANGO 120G                            |0.95      |1.9000    |19053200|                              |2019-01-19 13:51:22
28948|PAPEL HIG NOTAVEL NEUTRO 30MT 8UN                          |2.00      |4.0000    |48181000|                              |2019-01-19 14:16:38
28949|CHOC TALENTO TAB LEITE CASTANHA PARA 25G                   |0.22      |2.2000    |18063210|                              |2019-01-22 13:55:55
28950|CREME HID KANECHOMN ALOE VERA 1KG                          |1.65      |5.5000    |33059000|                              |2019-01-22 15:33:16
28951|HID MONANGE FRUTAS VERMELHAS 200ML                         |2.30      |5.7500    |33072090|                              |2019-01-22 15:44:07
28952|HID MONANGE INTENSA EXTRA SECA 200ML                       |0.00      |5.7500    |33072090|                              |2019-01-22 15:45:15
28953|HID MONANGE INTENSIVA PELE SECA 200ML                      |0.58      |5.7500    |33072090|                              |2019-01-22 15:46:16
28954|HID MONANGE IORGUTE C/ AVEIA 200ML                         |2.12      |5.3000    |33072090|                              |2019-01-22 15:46:58
28955|ESMALTE RISQUE NUDES BEGE EU ME BEIJA 8ML                  |1.40      |3.5000    |33043000|                              |2019-01-22 15:56:40
28956|ESMALTE RISQUE NUDES DOCE PEROLADO 8ML                     |1.75      |3.5000    |33043000|                              |2019-01-22 15:58:02
28957|REFRIG FANTA LARANJA LS 1LT                                |0.00      |3.4000    |22021000|                              |2019-01-23 13:13:28
28958|AGUA DE COCO 200ML DV                                      |0.00      |3.2000    |20098990|                              |2019-01-23 13:21:11
28959|FRALDA LOONEY TONES JUMBINHO M 20UN                        |4.38      |14.6000   |56011000|                              |2019-01-26 08:24:52
28960|DETERGENTE MINUANO FRESH 500ML                             |0.00      |1.8500    |34022000|                              |2019-01-26 08:52:29
28961|SABONETE PROTEX ALOE 85G                                   |0.24      |2.4000    |34011190|                              |2019-01-26 09:03:37
28962|SABAO PO BRILHANTE ANTIBAC SACHE 2KG                       |4.83      |16.1000   |34022000|                              |2019-01-26 09:05:46
28963|SACO ALGODAO COPALIMPA ATAOL. COLOR 75X50                  |3.20      |8.0000    |63052000|                              |2019-02-02 14:25:44
28964|SUCO DEL VALLE FRESH LARANJA PET 200ML                     |0.57      |1.9000    |22021000|                              |2019-02-05 10:33:31
28965|REPELENTE + FAMILIA LOÇAO 200ML                            |4.30      |21.5000   |38089199|                              |2019-02-18 09:46:38
28966|AMPOLA PANTENE FORCA E RECO. 3 UN 15ML                     |3.99      |13.3000   |33059000|                              |2019-02-18 15:40:26
28967|ESMALTE COLORAMA BL PRENDA 8ML                             |0.80      |4.0000    |33072010|                              |2019-02-18 15:48:21
28968|FOLHA DEPR-ROLL PRONTA FACIAL SPA 8UN                      |2.23      |11.1500   |33079000|                              |2019-02-18 15:50:32
28969|KIT PANTENE SHAP 400+CO 175ML MICELAR 2X1                  |12.00     |24.0000   |33051000|                              |2019-02-18 15:53:13
28970|REMOVEDOR DE CUTICULAS IMPALA 35ML                         |2.88      |9.6000    |33043000|                              |2019-02-18 15:55:41
28971|SHAMPOO NEUTROX 1 CLASSICO 350ML                           |1.25      |6.2500    |33051000|                              |2019-02-18 15:57:08
28972|CATUABA TENTAÇAO 900ML                                     |2.97      |14.8500   |22060090|                              |2019-02-19 13:56:55
28973|SUCO NECTAR LA FRUIT MARACUJA 200ML                        |0.32      |1.6000    |22029900|                              |2019-02-20 10:35:23
28974|CAIXA PLASTI ARQPLAST 50L PTO                              |8.79      |43.9500   |39231090|                              |2019-02-22 16:02:35
28975|MILHO PIPOCA AMAFIL 500G                                   |1.13      |2.2500    |10059090|                              |2019-02-22 16:27:14
28976|REFRIG SPRITE 2LT                                          |2.20      |5.5000    |84198991|                              |2019-02-28 09:53:21
28977|LINGUICA DE FRANGO SADIA PCT 800G                          |2.59      |12.9500   |16010000|                              |2019-02-28 17:36:34
28978|ESPONJA BOMBRIL ANTIADERENTE                               |0.55      |1.1000    |68053090|                              |2019-03-02 09:37:46
28979|CONDICIONADOR TRESEMME TRSPLEX REGENERAÇAO 200ML           |4.00      |8.0000    |33059000|                              |2019-03-04 10:28:51
28980|SHAMPOO TRESEMME BAIXO POO 200ML                           |2.40      |8.0000    |33051000|                              |2019-03-04 10:29:58
28981|SHAMPOO TRESEMME TRESPLEX REGENERAÇAO 200ML                |4.00      |8.0000    |33051000|                              |2019-03-04 10:31:04
28982|COPO TERERE ALUMINIO NEW                                   |0.00      |16.8000   |39069022|                              |2019-03-08 13:19:46
28983|CUIA TERMICA P/TERERE                                      |2.24      |22.4000   |39069022|                              |2019-03-08 13:21:05
28984|ERVA TERERE UHDE ICE MENTOL 500G                           |4.75      |9.5000    |09030090|                              |2019-03-08 13:26:28
28985|ERVA TERERE UHDE LIMAO 500G                                |0.00      |9.5000    |09030090|                              |2019-03-08 13:27:37
28986|ERVA TERERE UHDE MENTA LIMAO 500G                          |1.90      |9.5000    |09030090|                              |2019-03-08 13:29:56
28987|DESINF DEALL MARINE 2LT                                    |1.88      |3.7500    |29239050|                              |2019-03-09 10:39:20
28988|DESINF DEALL FLORAL 2LT                                    |1.58      |3.1500    |29239050|                              |2019-03-09 10:40:04
28989|COND SEDA NINA SECRETS LIMPEZA MICELAR 325ML               |2.69      |8.9500    |33059000|                              |2019-03-09 14:17:50
28990|DESCOLORANTE YAMA TRADICIONAL 20G                          |1.38      |4.6000    |33059000|                              |2019-03-09 14:22:39
28991|SHAMPOO SEDA NINA SECRETS LIMPEZA MICELAR 325ML            |3.04      |7.6000    |33051000|                              |2019-03-09 14:33:07
28992|LEITE COCO SOCOCO 200ML                                    |1.25      |4.1500    |20098990|                              |2019-03-09 17:14:44
28993|COPO DESC PP TRASNP COPOBRAS 200ML                         |2.63      |5.2500    |39241000|                              |2019-03-15 15:07:05
28994|CURATIVO JHONSON BAND AID 10 UN TRASP                      |0.00      |4.8000    |30051090|                              |2019-03-15 15:08:56
28995|SABAO PO TIXAN YPE PRIMAVERA 3K SACHET                     |7.19      |23.9500   |34022000|                              |2019-03-15 15:16:22
28996|SACO LIXO LEVFORT PTO 30LT                                 |0.78      |2.6000    |39232910|                              |2019-03-15 15:20:21
28997|MOSTARDA QUERO 190G PET                                    |0.36      |3.6000    |21033021|                              |2019-03-23 08:43:13
28998|PURIFICADOR AERO BOM AR 360ML DOC DIA LAV G20%             |4.35      |8.7000    |33074900|                              |2019-03-23 08:46:41
28999|CATCHUP ARISCO PET 390G                                    |1.35      |4.5000    |21032010|                              |2019-03-23 08:57:59
29000|BISC VISCONTI WAFER CHOC DUPLO 120G                        |0.16      |1.6000    |19053200|                              |2019-03-30 10:48:39
29001|BISC LIANE RECH DIVERSAO BRIGADEIRO 125G                   |0.39      |1.3000    |19053100|                              |2019-03-30 10:51:31
29002|ESMALTE IMPALA GLITTER 3D VIVA AMOR 8ML                    |0.86      |4.3000    |33043000|                              |2019-03-30 10:58:21
29003|FITA CREPE 3M BCA 18MMX45MTS                               |0.00      |3.5000    |48114110|                              |2019-03-30 14:31:26
29004|LEITE COND MOÇA FIESTA BEIJINHO 365G                       |4.90      |9.8000    |19019090|                              |2019-03-30 14:35:11
29005|LAMPADA OSRAM LED BIVOLT 4.5W                              |1.88      |6.2500    |85395000|                              |2019-03-30 14:39:33
29006|DESINF DEALL LAVANDA 2LT                                   |0.38      |3.7500    |29239050|                              |2019-04-02 16:29:07
29007|FILE PEITO CONJ BDJ SUPER FRANGO 1KG                       |2.50      |12.5000   |02071400|                              |2019-04-04 13:49:37
29008|REFRIG FANTA GUARANA PET 200ML                             |0.13      |1.2500    |22021000|                              |2019-04-04 13:54:59
29009|ESCOVA ORAL B PRO MEDIA                                    |1.00      |2.5000    |96032100|                              |2019-04-05 13:40:46
29010|SHAMPOO HEADS&HOULDERS ANTI COCEIRA 200ML                  |0.00      |14.5000   |33051000|                              |2019-04-05 13:50:57
29011|SHAMPOO NEUTROX SOS                                        |2.60      |6.5000    |33051000|                              |2019-04-05 13:52:30
29012|LEITE COLONIA ORIG 100ML                                   |2.05      |4.1000    |33072010|                              |2019-04-05 17:39:00
29013|ESMALTE IMPALA GLITTER 3D BRIL DIAM 8ML                    |0.40      |4.0000    |33043000|                              |2019-04-05 17:43:46
29014|ESMALTE IMPALA ARMY GLITTER 3D NA MIRA 8ML                 |1.50      |5.0000    |33043000|                              |2019-04-05 17:48:14
29015|CERA INGLESA BRILHOWAX VERMELHA 850ML                      |3.64      |9.1000    |34052000|                              |2019-04-06 10:34:24
29016|SAPOLIO RADIUM CREMOSO CLASSICO 300ML                      |2.72      |6.8000    |34054000|                              |2019-04-13 16:19:00
29017|COPO DESC 200ML TRASNP COPOBRAS                            |1.85      |3.7000    |39241000|                              |2019-04-13 16:31:14
29018|COPO DESC 80ML PS CRISTALCOPO                              |0.99      |3.3000    |39241000|                              |2019-04-15 09:58:09
29019|ENXADA DUAS CARAS 2,0LL GOIVADA                            |11.76     |39.2000   |82013000|                              |2019-04-23 13:19:32
29020|MORINGA PLAST C/TP 1,2LT TIBA                              |0.95      |9.5000    |39241000|                              |2019-04-23 13:21:30
29021|INSETICIDA PO KAOCID=NEOCID LT 50GR                        |0.57      |5.6500    |38089119|                              |2019-04-23 13:46:17
29023|PREGO 17X21 BELGO 2X11                                     |0.00      |9.0000    |73170090|                              |2019-04-23 14:09:24
29024|PREGO 18X24 2 1/4X10                                       |3.60      |9.0000    |73170090|                              |2019-04-23 14:15:05
29025|PREGO 20X30 BELGO 2 3/4X7                                  |3.60      |9.0000    |73170090|                              |2019-04-23 14:21:20
29027|BOLINHO BAUDUCCO DUO CHOCOLATE 34G                         |0.10      |1.0000    |19052090|                              |2019-04-25 13:16:23
29028|PIPOCA YOKI MICROONDAS NATURAL 100G                        |0.00      |2.2500    |20081900|                              |2019-04-26 14:36:05
29029|WHISKY DINGOOS C/COPO 1LT                                  |1.50      |15.0000   |22089000|                              |2019-04-26 15:36:41
29030|CEREAL ADORALLE CHOC SHAPES 200G                           |0.66      |6.6000    |19041000|                              |2019-04-27 09:17:46
29031|ESLMALTE IMPALA TRASNP TOP POP 8ML                         |1.50      |3.0000    |33043000|                              |2019-04-30 13:24:47
29032|PAPEL HIG F DUP CARINHO PREM 30MT L12P11                   |0.00      |12.6500   |48181000|                              |2019-04-30 13:33:47
29033|HID DOVE MICELAR ANTI STRESS 90G                           |0.63      |2.1000    |34011190|                              |2019-05-06 09:20:38
29034|SABONETE REXONA ANTIBACTERIAL ALOE 84G                     |0.42      |1.0500    |34011190|                              |2019-05-06 09:43:31
29035|SABONETE REXONA ANTIBACTERIAL FRESH 84G                    |0.00      |1.0500    |34011190|                              |2019-05-06 09:44:35
29036|SABONETE REXOA BAMBOO FRESH 84G                            |4.80      |12.0000   |34011190|                              |2019-05-06 09:45:41
29037|REPELENTE + FAMILIA LOÇAO 100ML                            |1.50      |15.0000   |38089199|                              |2019-05-06 16:44:30
29038|KIT CHOCO BOLL+CORN SUGAR                                  |4.40      |11.0000   |19041000|                              |2019-05-08 16:47:44
29039|GRANOLA FRUTAS 250G                                        |1.15      |5.7500    |19041000|                              |2019-05-08 16:50:41
29040|SPECIAL CEREAL CHOC BOLL 60G                               |0.00      |1.0000    |19041000|                              |2019-05-08 16:52:45
29041|BARRA DE CEREAL MIX DISPLAY 22G                            |0.36      |0.9000    |19041000|                              |2019-05-08 16:55:13
29042|ACHOCOLATADO CHCO BOLL BAG 400G                            |0.90      |4.5000    |18069000|                              |2019-05-08 16:59:37
29043|REFRIG GUARANA KITUBAINA 2LT                               |0.41      |4.1000    |22021000|                              |2019-05-14 14:23:11
29044|ODORIZADOR ONLY CAPIM LIMAO 360ML                          |1.03      |10.3000   |33074900|                              |2019-05-14 15:53:20
29045|REFRIG GUARANA CONTI 2LT                                   |0.90      |4.5000    |22021000|                              |2019-05-15 13:38:19
29046|REFRIG UVA CONTI 2LT                                       |0.42      |4.2000    |22021000|                              |2019-05-15 13:39:10
29047|COPO DESC ECOCOPPO TRASP PP 200ML                          |0.37      |3.6500    |39241000|                              |2019-05-17 14:20:19
29048|AMAC DOWNY CONC RISA DE VERAO 500ML                        |4.32      |10.8000   |38099190|                              |2019-05-18 10:30:21
29049|AMAC DOWNY CON FRESCOR DE PRIMAVERA 500ML                  |4.32      |10.8000   |38099190|                              |2019-05-18 10:32:28
29050|AMAC DOWNY CON LIRIOS DO CAMPO 500ML                       |4.32      |10.8000   |38099190|                              |2019-05-18 10:33:25
29051|AMAC DOWNY SENSITIVE 500ML                                 |0.00      |8.6000    |38099190|                              |2019-05-18 10:34:42
29052|COND SEDA SUPER 1 MIN FORÇA E BRILHO 170ML                 |1.24      |12.3500   |33059000|                              |2019-05-18 10:52:31
29053|COND SEDA SUPER 1 MIN HIDRAT MAXIMA 170ML                  |2.47      |12.3500   |33059000|                              |2019-05-18 10:53:39
29054|COND SEDA SUPER 1 MIN RECUPERAÇAO INTENSIVA 170ML          |6.18      |12.3500   |33059000|                              |2019-05-18 10:54:33
29055|DESOD OLD SPICE AP LENHA 93G                               |4.60      |11.5000   |33072010|                              |2019-05-18 10:57:35
29056|HID NIVEA BODY MILK EXTRASEC 200ML                         |1.85      |9.2500    |33072090|                              |2019-05-18 13:08:22
29057|SHAMPOO HEAD&HOULDERS MENTHOL 200ML                        |1.45      |14.5000   |33051000|                              |2019-05-18 13:10:42
29058|MOUSSE DE CAJA 220ML                                       |1.00      |4.9900    |20089900|                              |2019-05-21 16:40:10
29059|BISC CRISTAL WAFER CHOC  115G                              |0.00      |1.5000    |19053200|                              |2019-05-24 13:38:48
29060|ESMALTE IMPALA D SIM TRAN VESTIDO DE NOIVA 7,5ML           |0.00      |2.6000    |33043000|                              |2019-05-24 14:57:02
29061|SABAO PO OMO ANTIBAC 900G                                  |1.98      |9.9000    |34022000|                              |2019-05-24 15:09:03
29062|SABAO PO OMO LAV PERFEITA LV800PG700G                      |3.60      |12.0000   |34022000|                              |2019-05-24 15:10:06
29063|NOTA PROMISSORIA MINI S.D 50F                              |0.30      |1.0000    |48201000|                              |2019-05-25 08:57:05
29064|SABAO PED MINUANO COCO UNITARIO 200G                       |0.62      |3.1000    |34011900|                              |2019-05-25 08:59:31
29065|ALGODAO TOPZ 50G                                           |0.62      |3.1000    |30059019|                              |2019-05-31 10:11:08
29066|AMENDOIM YOKI 500G                                         |3.20      |8.0000    |44079960|                              |2019-06-01 13:40:26
29067|EXTRATO TOM ELEFANTE  540G                                 |0.49      |4.8500    |20029090|                              |2019-06-01 13:55:48
29068|SUCO SABORELLE CAJU 10G                                    |0.20      |1.0000    |21069010|                              |2019-06-03 16:27:46
29069|SUCO SABORELLE LARANJA 10G                                 |0.30      |1.0000    |21069010|                              |2019-06-03 16:28:54
29070|SUCO SABORELLE MARACUJA 10G                                |0.00      |1.0000    |21069010|                              |2019-06-03 16:30:30
29071|SUCO SABORELLE MORANGO 10G                                 |0.20      |1.0000    |21069010|                              |2019-06-03 16:32:23
29072|SUCO SABORELLE UVA 10G                                     |0.00      |1.0000    |21069010|                              |2019-06-03 16:33:26
29073|ADORALLE CORAÇAO 80G                                       |0.47      |4.6500    |17049020|                              |2019-06-04 13:57:21
29074|HILTON SLS  MAÇO KW18 20UN                                 |2.70      |6.7500    |24022000|                              |2019-06-05 13:51:09
29075|BEB LAC POLPA LECO FR VERMELHAS 540G                       |0.00      |4.0000    |22029900|                              |2019-06-06 13:32:25
29076|REQUEIJAO TIROLEZ COPO 200G                                |4.25      |8.5000    |04061090|                              |2019-06-06 13:34:09
29077|IORGUTE VIGOR NATURAL 170G                                 |0.30      |3.0000    |04031000|                              |2019-06-06 13:35:28
29078|CHESTERFIELD ORIGINAL KS 20UN                              |0.55      |5.5000    |24022000|                              |2019-06-10 14:12:36
